NOME FANTASIA;CNES;CNPJ;UF;MUNICIPIO;DATA DE ATUALIZAÇÃO
CLINICA CAMPINAS;3233235;04733394000148;SP;CAMPINAS;30/08/2018
CLINICA CAPIXABA DO RIM;122097;27327915000162;ES;VITORIA;30/08/2018
CLINICA CAPIXABA DO RIM UNIDADE CARIACICA;3491706;27327915000243;ES;CARIACICA;30/08/2018
CLINICA CAPIXABA DO RIM UNIDADE SERRA;3422178;27327915000324;ES;SERRA;30/08/2018
CLINICA CARDIOLOGICA DR LUIZ ALBERTO CAMPOS;6115233;03259289000156;RJ;RIO DE JANEIRO;30/08/2018
CLINICA CARDIOVASCULAR MARCOS CESAR BRAGA LIMA;6019013;01788594000100;RJ;NITEROI;30/08/2018
CLINICA CARDIOVASCULAR MARCOS CESAR BRAGA LIMA FILIAL;9150366;01788594000290;RJ;NITEROI;30/08/2018
CLINICA CATELAN JOSE BONIFACIO;3190382;03714120000149;SP;JOSE BONIFACIO;30/08/2018
CLINICA CATTAI S S;6878741;13793551000100;PR;PONTA GROSSA;30/08/2018
CLINICA CHADU;5115604;08227937000106;GO;ITUMBIARA;30/08/2018
CLINICA CIRURGICA LSFV FILHO LTDA EPP;2030594;04068726000117;SP;GUARUJA;30/08/2018
CLINICA CORPO E MENTE;5568927;03535781000107;SC;RIO DO SUL;30/08/2018
CLINICA CORPO EM TERAPIA;7105193;16690392000106;MA;IMPERATRIZ;30/08/2018
CLINICA CORPO VIVO;2614499;03846853000137;PA;PARAUAPEBAS;30/08/2018
CLINICA DA IMAGEM;2686554;00662514000102;PR;PONTA GROSSA;30/08/2018
CLINICA DA IMAGEM;7628536;00662514000293;PR;PONTA GROSSA;30/08/2018
CLINICA DA IMAGEM;2253488;90491903000105;RS;PELOTAS;30/08/2018
CLINICA DA SAUDE;7010052;11006454000196;RN;NATAL;30/08/2018
CLINICA DA VOZ E DA FALA;3231313;01389714000104;PR;CURITIBA;30/08/2018
CLINICA DE DIAGNOSTICOS POR IMAGEM AVANCADO;3325342;06264343000140;GO;GOIANIA;30/08/2018
CLINICA DE DIALISE CAMPO LARGO LTDA;3823571;04601841000105;PR;CAMPO LARGO;30/08/2018
CLINICA DE DIALISE RIO BONITO;2285533;18589878000170;RJ;RIO BONITO;30/08/2018
CLINICA DE FISIO E ACUPUNTURA VAZZI S S LTDA MOGI MIRIM;5667194;08251865000132;SP;MOGI MIRIM;30/08/2018
CLINICA DE FISIOTERAPIA ACQUA FISIO OUROESTE LTDA;6753841;17641470000137;SP;OUROESTE;30/08/2018
CLINICA DE FISIOTERAPIA ARACUAI;2134934;01006983000136;MG;ARACUAI;30/08/2018
CLINICA DE FISIOTERAPIA BECKER LTDA;5129206;05798006000170;RS;VENANCIO AIRES;30/08/2018
CLINICA DE FISIOTERAPIA BELA VISTA;3897281;07090422000144;RS;CANOAS;30/08/2018
CLINICA DE FISIOTERAPIA BEM VIVER;5104351;08014598000180;MG;UBERLANDIA;30/08/2018
CLINICA DE FISIOTERAPIA CARLA MARINA;2168294;03216392000119;MG;GUANHAES;30/08/2018
CLINICA DE FISIOTERAPIA CORPO E SAUDE;9059695;24543505000160;AM;MANAUS;30/08/2018
CLINICA DE FISIOTERAPIA CORPUS;7379919;19140935000100;RS;SANTA ROSA;30/08/2018
CLINICA DE FISIOTERAPIA DR MARIO BARBOSA;3180077;05547779000183;RJ;RIO DE JANEIRO;30/08/2018
CLINICA DE FISIOTERAPIA DR RUY BERCOT DE MATTOS;3535614;06174423000104;RJ;NOVA IGUACU;30/08/2018
CLINICA DE FISIOTERAPIA DRA GEWANER KUEHNE;3101517;04120221000154;PR;CURITIBA;30/08/2018
CLINICA DE FISIOTERAPIA DRA MONICA VITAL MONTE ALTO;3173208;60242492000153;SP;MONTE ALTO;30/08/2018
CLINICA DE FISIOTERAPIA E ODONTOLOGIA MAXIMO;3099687;20459483000102;MG;JUIZ DE FORA;30/08/2018
CLINICA DE FISIOTERAPIA E REABILITACAO FABIO PONTES LTDA;6605885;12167067000102;PE;RECIFE;30/08/2018
CLINICA DE FISIOTERAPIA E REABILITACAO FISIOTEC LTDA;2663287;04139023000132;SC;MASSARANDUBA;30/08/2018
CLINICA DE FISIOTERAPIA E REABILITACAO LTDA;5349885;21188727000114;MG;CATAGUASES;30/08/2018
CLINICA DE FISIOTERAPIA E REABILITACAO SAO JOSE;5884055;25642083000143;MG;TRES CORACOES;30/08/2018
CLINICA DE FISIOTERAPIA EQUILIBRIO LTDA;3190056;85279834000130;SC;BLUMENAU;30/08/2018
CLINICA DE FISIOTERAPIA ESPECIALIZADA E PILATES SOROCABA;7857594;22170329000133;SP;SOROCABA;30/08/2018
CLINICA DE FISIOTERAPIA EXERCITE LTDA;7077637;15356984000115;SC;RIO NEGRINHO;30/08/2018
CLINICA DE FISIOTERAPIA FABIANA JUNQUEIRA MELLO LTDA;3798186;04577913000126;MG;CAXAMBU;30/08/2018
CLINICA DE FISIOTERAPIA FISIO LINS;6606318;12124191000182;MG;MONTES CLAROS;30/08/2018
CLINICA DE FISIOTERAPIA FISIOCENTER DE GOIOERE;2732025;04747059000107;PR;GOIOERE;30/08/2018
CLINICA DE FISIOTERAPIA FISIOLAGOS;2285169;32534661000193;RJ;ARARUAMA;30/08/2018
CLINICA DE FISIOTERAPIA FISIOVIDA;3963837;01975575000192;GO;RIO VERDE;30/08/2018
CLINICA DE FISIOTERAPIA GADI;6970095;14092136000183;SP;GUARUJA;30/08/2018
CLINICA DE FISIOTERAPIA MARCON;6228755;10677523000120;RS;IBIRUBA;30/08/2018
CLINICA DE FISIOTERAPIA MICHELLE AZEVEDO;3730328;01742435000174;RN;CAICO;30/08/2018
CLINICA DE FISIOTERAPIA MOURA JORGE LTDA;6449433;11302017000110;SP;SAO CAETANO DO SUL;30/08/2018
CLINICA DE FISIOTERAPIA OSTEOFISIO;6081190;03052317000160;RJ;SAO GONCALO;30/08/2018
CLINICA DE FISIOTERAPIA OSTEOFISIO;6081193;03052317000160;RJ;SAO GONCALO;30/08/2018
CLINICA DE FISIOTERAPIA PAMPULHA LTDA;6119018;65169146000100;MG;BELO HORIZONTE;30/08/2018
CLINICA DE FISIOTERAPIA PELVICA DRA PATRICIA DINIZ LTDA;7459998;18669110000106;DF;BRASILIA;30/08/2018
CLINICA DE FISIOTERAPIA PERFORMANCE;3217957;85202364000107;SC;ITUPORANGA;30/08/2018
CLINICA DE FISIOTERAPIA PIMENTA ORLANDIA;6871674;14238944000106;SP;ORLANDIA;30/08/2018
CLINICA DE FISIOTERAPIA PODIUM;6185010;05417947000116;SP;SANTA ADELIA;30/08/2018
CLINICA DE FISIOTERAPIA QUALIDADE DE VIDA;5661129;03395500000168;MG;PATOS DE MINAS;30/08/2018
CLINICA DE FISIOTERAPIA RAZOES DO CORPO;3673049;03668599000124;MG;CORONEL FABRICIANO;30/08/2018
CLINICA DE FISIOTERAPIA REABILITACAO TOTAL;3558894;06315096000163;DF;BRASILIA;30/08/2018
CLINICA DE FISIOTERAPIA REABILITAR;6804756;07990669000117;MG;MANTENA;30/08/2018
CLINICA DE FISIOTERAPIA RENASCER;2270382;73361396000176;RJ;RIO DE JANEIRO;30/08/2018
CLINICA DE FISIOTERAPIA REVITALY;8650004;16708906000103;RO;ARIQUEMES;30/08/2018
CLINICA DE FISIOTERAPIA SANTA BRANCA;3775984;49215866000109;SP;RIBEIRAO PRETO;30/08/2018
CLINICA DE FISIOTERAPIA SANTA CATHARINA LTDA;3963101;07087365000144;MS;FATIMA DO SUL;30/08/2018
CLINICA DE FISIOTERAPIA SAO CAMILO;3160300;81143018000144;SC;MAFRA;30/08/2018
CLINICA DE FISIOTERAPIA SAO JOSE LTDA;3648664;86761897000191;GO;ITUMBIARA;30/08/2018
CLINICA DE FISIOTERAPIA SAO SILVESTRE;3360229;05599504000193;MG;BELO HORIZONTE;30/08/2018
CLINICA DE FISIOTERAPIA SAO VICENTE DE PAULO;3700909;04295471000125;RS;CRUZ ALTA;30/08/2018
CLINICA DE FISIOTERAPIA TIAGO BRIGANTE ITAPETININGA;5056292;11453747000111;SP;ITAPETININGA;30/08/2018
CLINICA DE FONOALDIOLOGIA ALCANCE LTDA;6011357;01460023000141;MG;TIMOTEO;30/08/2018
CLINICA DE FONOAUDIOLOGIA AUDIOCOGNUS;7765746;22259240000148;SP;COTIA;30/08/2018
CLINICA DE FONOAUDIOLOGIA AUDITIVA;2625032;09599565000101;SC;PINHALZINHO;30/08/2018
CLINICA DE FONOAUDIOLOGIA DE ITAPETININGA ITAPETININGA;3820092;02385697000191;SP;ITAPETININGA;30/08/2018
CLINICA DE FONOAUDIOLOGIA DE SOROCABA;3254232;49011539000135;SP;SOROCABA;30/08/2018
CLINICA DE FONOAUDIOLOGIA E PSICOLOGIA;3586952;04029695000195;RS;ERECHIM;30/08/2018
CLINICA DE FOTOTERAPIA ABC;7647301;14432654000280;SP;SAO PAULO;30/08/2018
CLINICA DE FRAT ORTO ORTRAMED COC;3234142;57662629000114;SP;SAO PAULO;30/08/2018
CLINICA DE FRATURAS;3127168;70100912000110;PB;CAMPINA GRANDE;30/08/2018
CLINICA DE MEDICINA INTERNA;2702452;00481950000185;SC;POMERODE;30/08/2018
CLINICA DE MEDICINA NUCLEAR VILLELA PEDRAS;3178447;33205964000125;RJ;RIO DE JANEIRO;30/08/2018
CLINICA DE NEFROLOGIA DE JOINVILLE;2521342;00663710000100;SC;JOINVILLE;30/08/2018
CLINICA DE NEOPLASIAS LITORAL LTDA;2545489;03661382000192;SC;ITAJAI;30/08/2018
CLINICA DE NOSSA SENHORA DO BELO RAMO;7187637;14974733000131;MG;BELO HORIZONTE;30/08/2018
CLINICA DE OLHOS;6944884;70311436000187;RN;PARNAMIRIM;30/08/2018
CLINICA DE OLHOS AURELIO CAZAL LTDA;3132722;03816610000156;RJ;RIO DE JANEIRO;30/08/2018
CLINICA DE OLHOS DR ROMEU TOLENTINO;2737493;02409321000170;PR;CASCAVEL;30/08/2018
CLINICA DE OLHOS DR ROSUEL ZAIDAN;3906825;31846447000100;RJ;VOLTA REDONDA;30/08/2018
CLINICA DE OLHOS DR TANNURE;3148130;36537173000190;RJ;PETROPOLIS;30/08/2018
CLINICA DE OLHOS HALLACK;3281701;08272054000118;MG;JUIZ DE FORA;30/08/2018
CLINICA DE OLHOS JIKEI;3464563;57531147000125;SP;SAO JOSE DOS CAMPOS;30/08/2018
CLINICA DE OLHOS NATAL;3058883;08460370000113;RN;NATAL;30/08/2018
CLINICA DE OLHOS SAO FRANCISCO DE ASSIS;5436060;40280117000190;RJ;RIO DE JANEIRO;30/08/2018
CLINICA DE ONCOLOGIA E MASTOLOGIA;2679272;10730521000158;RN;NATAL;30/08/2018
CLINICA DE ONCOLOGIA VIVER;6648274;12508728000108;RS;SANTA MARIA;30/08/2018
CLINICA DE ORTOPEDIA E FISIOTERAPIA FISIOMED;6695655;05222379000440;SP;SAO PAULO;30/08/2018
CLINICA DE ORTOPEDIA REA E FISIOTERAPIA DR GUTEMBERG;3360164;84122399000173;AM;MANAUS;30/08/2018
CLINICA DE OTORRINOLARINGOLOGIA DR SILVIO HOLENBACH;7395612;18114948000133;DF;BRASILIA;30/08/2018
CLINICA DE PED E GINECOLOGIA J J LTDA;2514842;16449241000152;BA;SENHOR DO BONFIM;30/08/2018
CLINICA DE PELE DRA MARCIA TEIXEIRA LTDA;3500640;02488579000109;PE;RECIFE;30/08/2018
CLINICA DE RADIONCOLOGIA DE SAO PAULO;7515790;07676046000174;SP;SAO PAULO;30/08/2018
CLINICA DE REABILITACAO E FISIOTERAPIA DE PARANGABA;3148890;23584246000153;CE;FORTALEZA;30/08/2018
CLINICA DE REABILITACAO FUNCIONAL;5358086;07274514000184;MG;CURVELO;30/08/2018
CLINICA DE REABILITACAO SAO LUCAS;7709390;23109213000151;MT;PRIMAVERA DO LESTE;30/08/2018
CLINICA DE REABILITACAO SAUDE VIDAITAJUBA;3145492;05630706000150;MG;ITAJUBA;30/08/2018
CLINICA DE REUMATOLOGIA FISIOTERAPIA E REABILITACAO;3559505;09919499000100;PE;RECIFE;30/08/2018
CLINICA DE SAUDE GLOBAL;6215564;09008114000152;RS;VIAMAO;30/08/2018
CLINICA DE SAUDE INTEGRADA;2400669;02122625000151;BA;JEQUIE;30/08/2018
CLINICA DE TERAPIA ESPECIALIZADA VIVERE;7077491;10278342000121;SP;SALTO;30/08/2018
CLINICA DE TRATAMENTO DO CORACAO LTDA ME;5260523;66652686000103;SP;MOGI DAS CRUZES;30/08/2018
CLINICA DE TRATAMENTO E PESQUISA EM HEMATOLOGIA LTDA;7003811;12981527000123;MT;CUIABA;30/08/2018
CLINICA DE VOZ FRANCISCO PLETSCH;7084633;80320062000110;PR;CURITIBA;30/08/2018
CLINICA DELAVIDA;7060459;15723052000163;PE;RECIFE;30/08/2018
CLINICA DERMATOLOGICA DOUTOR ANDRE REGO;6366902;05246651000180;PE;OLINDA;30/08/2018
CLINICA DERMAVITAE;3558584;01019712000115;SC;FLORIANOPOLIS;30/08/2018
CLINICA DESPERTAR LTDA;7360657;13818247000161;ES;VITORIA;30/08/2018
CLINICA DESPORFISIO;6289185;13519261000164;DF;BRASILIA;30/08/2018
CLINICA DIALAB;7680627;20409675000104;BA;IRECE;30/08/2018
CLINICA DO CORACAO;3496996;81329302000100;SC;FLORIANOPOLIS;30/08/2018
CLINICA DO CORACAO;6443907;09521940000109;SE;ARACAJU;30/08/2018
CLINICA DO CORACAO;3490858;14808117000100;BA;SALVADOR;30/08/2018
CLINICA DO RIM;2723182;73902777000115;CE;FORTALEZA;30/08/2018
CLINICA DO RIM E HIPERTENSAO;5438799;05730168000176;SP;CAMPINAS;30/08/2018
CLINICA DO RIM E HIPERTENSAO;7407963;16706735000175;SP;VALINHOS;30/08/2018
CLINICA DO RIM PARANAVAI SC LTDA;2753707;80890742000179;PR;PARANAVAI;30/08/2018
CLINICA DO RIM PETROLINA;2349833;24304495000100;PE;PETROLINA;30/08/2018
CLINICA DO TRABALHADOR;7701446;21391052000106;PA;CANAA DOS CARAJAS;30/08/2018
CLINICA DR JORGE BENEVIDES;3161102;34377374000142;BA;SALVADOR;30/08/2018
CLINICA DR NORBERTO;3925854;01378687000166;SP;ITAPECERICA DA SERRA;30/08/2018
CLINICA DR PAULO HENRIQUE RODRIGUES EIRELI;7800428;22506047000164;MG;BELO HORIZONTE;30/08/2018
CLINICA DRA CLAUDIA LYN NISHIMURA E DR MARCOS JUN HASHIMOTO;5123518;00475790000161;SP;SAO PAULO;30/08/2018
CLINICA ECOCOR;3338320;81501793000124;PR;CURITIBA;30/08/2018
CLINICA ELMAN COPACABANA;6265871;00186811000129;RJ;RIO DE JANEIRO;30/08/2018
CLINICA ENDOSCOPICA;2109301;04473702000143;MG;CONSELHEIRO LAFAIETE;30/08/2018
CLINICA EQUILIBRIO;3757854;02719723000170;MG;BELO HORIZONTE;30/08/2018
CLINICA ESPACO SAUDE;7973500;24238492000116;RO;ARIQUEMES;30/08/2018
CLINICA ESPACO ZEN;7621620;10824042000109;RS;IJUI;30/08/2018
CLINICA ESPEC CYTOLOG;5184622;01100300000105;SP;SAO PAULO;30/08/2018
CLINICA ESPEC DE DESENVOLVIMENTO ESPECIALIZADA;5392578;57059560000139;SP;SAO PAULO;30/08/2018
CLINICA ESPEC HM;6591132;53724613000138;SP;SAO PAULO;30/08/2018
CLINICA ESPEC MEDICINA HIPERBARICA;6762441;13393283000120;SP;SAO PAULO;30/08/2018
CLINICA ESPEC ORTHOPHYSIC;6241085;03906350000100;SP;SAO PAULO;30/08/2018
CLINICA ESPECIALIZADA SAO JOSE LTDA;3991792;59285205000103;SP;SAO CAETANO DO SUL;30/08/2018
CLINICA FEEDBACK;7853726;11639251000137;RS;CARAZINHO;30/08/2018
CLINICA FEMINA;2602660;14769988000162;BA;FEIRA DE SANTANA;30/08/2018
CLINICA FISIO ARTE;6383211;06973336000117;SP;SEBASTIANOPOLIS DO SUL;30/08/2018
CLINICA FISIO PREVENTION;6597211;11976598000175;RS;AJURICABA;30/08/2018
CLINICA FISIO RM SAUDE;6975569;05728075000107;RJ;RIO DE JANEIRO;30/08/2018
CLINICA FISIO SAUDE TOTAL;6469280;08621034000105;RJ;RIO DE JANEIRO;30/08/2018
CLINICA FISIO VIDA;6249337;10673063000162;RJ;MIRACEMA;30/08/2018
CLINICA FISIO VITAE POA;3670104;00341986000163;SP;POA;30/08/2018
CLINICA FISIOFORMA;3434311;06986093000151;MT;TANGARA DA SERRA;30/08/2018
CLINICA FISIOLIFE;2447851;01636453000171;ES;ALEGRE;30/08/2018
CLINICA FISIOLIFE LTDA;7366728;13244617000102;RS;HUMAITA;30/08/2018
CLINICA FISIONEURO ATIBAIA;7649789;19429551000101;SP;ATIBAIA;30/08/2018
CLINICA FISIOTERAPEUTICA MIARELLI ITAPOLIS;5038197;05464761000118;SP;ITAPOLIS;30/08/2018
CLINICA FISIOTERAPIA E REABILITACAO SANTO ANASTACIO LTDA;3468356;05836398000114;SP;SANTO ANASTACIO;30/08/2018
CLINICA FISIOTERAPIA MONFERDINI ME E S PINHAL SP;6508414;11867092000128;SP;ESPIRITO SANTO DO PINHAL;30/08/2018
CLINICA FISIOTERAPIA ORLECLINICA;3154564;04388510000139;SC;ORLEANS;30/08/2018
CLINICA FISIOVIDA;3533409;02757990000132;MG;LAVRAS;30/08/2018
CLINICA FONOBRAS;9165193;17940654000106;MG;SANTO ANTONIO DO AMPARO;30/08/2018
CLINICA FUTURA PINDAMONHANGABA;3490017;03948143000118;SP;PINDAMONHANGABA;30/08/2018
CLINICA GANDHI;15741;79797247000130;PR;CURITIBA;30/08/2018
CLINICA GILLS;7022174;13919613000179;DF;BRASILIA;30/08/2018
CLINICA GODOY;6747841;04262940000100;RJ;RIO DE JANEIRO;30/08/2018
CLINICA GOMES VIU BORBOREMA;3848884;07341287000162;SP;BORBOREMA;30/08/2018
CLINICA HOMO;3313514;32771537000141;SE;ARACAJU;30/08/2018
CLINICA HYODO;5009693;03868420000182;SP;MOGI DAS CRUZES;30/08/2018
CLINICA IFER DE PETROPOLIS LTDA;2268701;31163488000100;RJ;PETROPOLIS;30/08/2018
CLINICA INCLUSIVA;7108664;10685480000125;SP;SAO JOSE DO RIO PRETO;30/08/2018
CLINICA INFANTIL E DE ALERGIA DO APARELHO RESPIRATORIO LTDA;3149013;01131609000162;PB;JOAO PESSOA;30/08/2018
CLINICA INOMED DE SERVICO MEDICO;5699762;09127332000106;SP;SAO PAULO;30/08/2018
CLINICA INTEGRADA SIMMM;5260132;05401758000155;SP;SAO PAULO;30/08/2018
CLINICA INTERFISIO LTDA;3567818;02704200000150;ES;GUARAPARI;30/08/2018
CLINICA IRPAMA;3222055;06189873000170;SP;SAO PAULO;30/08/2018
CLINICA JAM;3051560;80181142000131;PR;CURITIBA;30/08/2018
CLINICA JOAO RAMALHO;3609103;70015250000180;AL;ARAPIRACA;30/08/2018
CLINICA JONES;2042584;48179238000152;SP;AMERICANA;30/08/2018
CLINICA KATIA DIAS;6551955;11989226000183;SP;SAO PAULO;30/08/2018
CLINICA KLOS;7314175;13603718000114;SP;CAMPINAS;30/08/2018
CLINICA LA VITA;7815719;22935235000108;MG;ITAUNA;30/08/2018
CLINICA LABORATORIAL UNILAC;3281817;04047472000150;PE;PESQUEIRA;30/08/2018
CLINICA LIFE;6784844;10860749000162;CE;CAUCAIA;30/08/2018
CLINICA LINDAURA COSTA LAGO;3262057;05751604000193;BA;FEIRA DE SANTANA;30/08/2018
CLINICA LUCILO AVILA JR LTDA;3550567;08174500000232;PE;RECIFE;30/08/2018
CLINICA LUIZ BORGES;1872;10968311000100;PE;RECIFE;30/08/2018
CLINICA LUND DE NEFROLOGIA;2031140;55996417000300;SP;RIBEIRAO PRETO;30/08/2018
CLINICA MAE;3340678;04545081000166;MA;IMPERATRIZ;30/08/2018
CLINICA MAIS SAUDE;6346804;10922017000150;PA;CANAA DOS CARAJAS;30/08/2018
CLINICA MATERNO FETAL;3180514;82106659000191;SC;FLORIANOPOLIS;30/08/2018
CLINICA MEDICA ALMEIDA MACHADO;6702015;12753187000183;SC;BLUMENAU;30/08/2018
CLINICA MEDICA ASSIS;7069057;12119637000180;SP;BATATAIS;30/08/2018
CLINICA MEDICA CORREA DO AMARAL;3135276;03675836000184;SP;SAO BERNARDO DO CAMPO;30/08/2018
CLINICA MEDICA E DE FISIOTERAPIA CORRETIVA;3666069;05156508000105;MS;CAMPO GRANDE;30/08/2018
CLINICA MEDICA E DERMATOLOGICA DE ARAGUARI;5682703;09243161000180;MG;ARAGUARI;30/08/2018
CLINICA MEDICA E FISIOTERAPICA DR ALLAN KARDEC;7367651;68649078000175;RJ;RIO DE JANEIRO;30/08/2018
CLINICA MEDICA GADDINI LTDA SAO VICENTE;3725286;04041168000104;SP;SAO VICENTE;30/08/2018
CLINICA MEDICA GOMES SANTIAGO LTDA;7092938;05252589000210;SP;SANTO ANDRE;30/08/2018
CLINICA MEDICA NOSSA SENHORA DO MONTE SERRAT;3260461;57730707000170;SP;SANTOS;30/08/2018
CLINICA MEDICA SAO REMO;3188760;48929145000106;SP;SAO PAULO;30/08/2018
CLINICA MEDICA VISAGGIO;3707555;05882573000100;RS;CANOAS;30/08/2018
CLINICA MOTIVAR EDUCACAO E SAUDE;5853230;02679048000101;SC;JOINVILLE;30/08/2018
CLINICA MULTIPSICO DE ESPECIALIDADES;7445148;19155858000153;SP;SANTO ANDRE;30/08/2018
CLINICA MULTIPSICO DE ESPECIALIDADES 2;9023356;19155858000234;SP;SANTO ANDRE;30/08/2018
CLINICA NEFRO ENDOCRINO LTDA ME;6794173;06180308000142;MG;UBERLANDIA;30/08/2018
CLINICA NEFROLOGICA DE COLATINA LTDA;2448475;31800113000103;ES;COLATINA;30/08/2018
CLINICA NEFROLOGICA SANTA CATARINA;7499078;17466247000109;SP;SAO PAULO;30/08/2018
CLINICA NEPHRON;3564916;13323571000370;BA;VITORIA DA CONQUISTA;30/08/2018
CLINICA OFTALMOLOGICA DR SILVESTRE MUNIZ DE ARAUJO;5728746;09439830000194;MS;APARECIDA DO TABOADO;30/08/2018
CLINICA OGATA;7661487;00902257000210;SP;MONTE ALTO;30/08/2018
CLINICA OITAVA ROSADO;2410257;40996860000141;RN;MOSSORO;30/08/2018
CLINICA ONCOLOGIA;3112896;00856925000139;SP;SAO PAULO;30/08/2018
CLINICA ORTHOFISIO;6256015;10636592000196;DF;BRASILIA;30/08/2018
CLINICA ORTHOS;7294212;01443671000190;ES;VITORIA;30/08/2018
CLINICA ORTOLESTE;3260305;64027675000107;SP;SAO PAULO;30/08/2018
CLINICA OSWALDO CRUZ;3551903;40451874000180;PR;CURITIBA;30/08/2018
CLINICA OUVIR;6628141;12041884000101;BA;JACOBINA;30/08/2018
CLINICA OX LTDA;6749534;12302688000143;MG;UBERABA;30/08/2018
CLINICA PAPANCOLAOU LTDA DIAGNOSTICO GINEC LABORATORIOS;3733645;03698193000194;PE;RECIFE;30/08/2018
CLINICA PARLARE LTDA;3302598;05958169000172;MG;BELO HORIZONTE;30/08/2018
CLINICA PAULISTA DE NEFROLOGIA DIALISE;2090147;66669169000147;SP;SAO PAULO;30/08/2018
CLINICA PAULO MACIEL;6109594;01343585000105;PE;CARUARU;30/08/2018
CLINICA PEDITA DURAN;6394078;03881613000173;PE;RECIFE;30/08/2018
CLINICA PEDRO I;5718155;09309981000128;MG;BELO HORIZONTE;30/08/2018
CLINICA PELLE DRA DANIELA GUERIOT BORUCHOVITCH MONTEIRO;6158846;08156569000152;RJ;RIO DE JANEIRO;30/08/2018
CLINICA PHINASCER DE FISIOTERAPIA;6832555;07047713000150;RJ;RIO DE JANEIRO;30/08/2018
CLINICA PILON;6617522;73574436000168;RJ;RIO DE JANEIRO;30/08/2018
CLINICA PLENA ITU;7630417;21109774000125;SP;ITU;30/08/2018
CLINICA PORTUGAL;3085503;02250990000141;RJ;RIO DE JANEIRO;30/08/2018
CLINICA PRATA MED E LABORATORIO PRATA MED;7454953;15487303000158;MG;SAO DOMINGOS DO PRATA;30/08/2018
CLINICA PREVINE;7055714;11488987000151;PA;MARABA;30/08/2018
CLINICA PRO CORPO;6391486;11120453000178;RS;CAXIAS DO SUL;30/08/2018
CLINICA PRO SAUDE;5670624;05098855000110;PR;IRATI;30/08/2018
CLINICA PRONEFRON;2552078;06964480000197;CE;FORTALEZA;30/08/2018
CLINICA PRONTO ANALISES NAERTON;2694727;05377497000185;PI;PICOS;30/08/2018
CLINICA QUARTEIRO;7047630;15337093000111;SP;ARARAQUARA;30/08/2018
CLINICA QUEIROZ;5021065;00245958000142;PA;BELEM;30/08/2018
CLINICA QUINTAO;6121179;68809862000101;RJ;RIO DE JANEIRO;30/08/2018
CLINICA RADIOLOGICA DE PARANAVAI SC;2727919;77430015000114;PR;PARANAVAI;30/08/2018
CLINICA RADIOLOGICA DRACENA;3714810;48804330000166;SP;DRACENA;30/08/2018
CLINICA RADIOLOGICA MANOEL BORBA;1457;11735222000179;PE;RECIFE;30/08/2018
CLINICA RADIOLOGICA MARTINS E GODOY LTDA;6300790;18271866000100;MG;BELO HORIZONTE;30/08/2018
CLINICA REABILIT;6233376;04407239000131;DF;BRASILIA;30/08/2018
CLINICA REABILIT;6709036;13062848000197;MA;CAXIAS;30/08/2018
CLINICA REABILITA;9126538;26635536000177;MT;BARRA DO BUGRES;30/08/2018
CLINICA REABILITAR;6083447;10465328000137;MT;RONDONOPOLIS;30/08/2018
CLINICA REABILITAR;3943488;07898213000121;MG;BETIM;30/08/2018
CLINICA REABILITY;5138876;08303827000186;MG;POCOS DE CALDAS;30/08/2018
CLINICA RECUPERAR;2406659;23501992000136;PI;TERESINA;30/08/2018
CLINICA REEDUCAR;6670202;11943245000179;MG;BELO HORIZONTE;30/08/2018
CLINICA REINTEGRAR;2744902;02136645000181;SC;ITAJAI;30/08/2018
CLINICA REITMEYER;3160351;05869675000195;SC;MAFRA;30/08/2018
CLINICA RENAL DO OESTE S S;2539373;79894192000187;SC;CHAPECO;30/08/2018
CLINICA RENASCER SAO VICENTE;3279197;05220445000109;SP;SAO VICENTE;30/08/2018
CLINICA REUMATOS;3296695;39845565000105;RJ;NITEROI;30/08/2018
CLINICA RIO;6190162;08318449000104;RJ;RIO DE JANEIRO;30/08/2018
CLINICA ROBERTO DOREA ORTOPEDIA E ARTROSCOPIA;5461537;96739941000110;BA;SALVADOR;30/08/2018
CLINICA SALUS BARRA DA TIJUCA;6770673;72408214000536;RJ;RIO DE JANEIRO;30/08/2018
CLINICA SALUS FLAMENGO;3180069;72408214000102;RJ;RIO DE JANEIRO;30/08/2018
CLINICA SALVADOR;6489419;09450464000174;BA;SALVADOR;30/08/2018
CLINICA SANTA ANNA SANTA LUZIA;2909;86951639000178;SE;ARACAJU;30/08/2018
CLINICA SANTA ELIZA;3545466;08252595000184;RN;NATAL;30/08/2018
CLINICA SANTA GEMA;5380537;10280553000107;RN;CEARA-MIRIM;30/08/2018
CLINICA SANTA PAULA;7959729;13114399000183;MG;CONTAGEM;30/08/2018
CLINICA SANTA ROSA;6449271;22074034000163;SP;LENCOIS PAULISTA;30/08/2018
CLINICA SANTA ROSA;2154609;23848823000177;MG;CONTAGEM;30/08/2018
CLINICA SANTE;7910703;21920698000133;MT;MIRASSOL D'OESTE;30/08/2018
CLINICA SAO BERNARDO;5135184;08086645000109;SP;SAO BERNARDO DO CAMPO;30/08/2018
CLINICA SAO BERNARDO;3259749;06581185000151;CE;RUSSAS;30/08/2018
CLINICA SAO CAMILO;2767910;02324843000179;MT;SINOP;30/08/2018
CLINICA SAO CAMILO;2338769;01237718000169;GO;GOIANIA;30/08/2018
CLINICA SAO JUDAS TADEU;3125890;51671501000130;SP;ITANHAEM;30/08/2018
