NOME FANTASIA;CNES;CNPJ;UF;MUNICIPIO;DATA DE ATUALIZAÇÃO
LABORATORIO DE ANALISES CLINICAS SANTA RITA;6242766;10679391000176;PR;CASTRO;30/08/2018
LABORATORIO DE ANALISES CLINICAS SANTA RITA STA R P QUATRO;5172985;45354412000168;SP;SANTA RITA DO PASSA QUATRO;30/08/2018
LABORATORIO DE ANALISES CLINICAS SANTA TEREZINHA;2554410;75638239000190;PR;RIO AZUL;30/08/2018
LABORATORIO DE ANALISES CLINICAS SANTA TEREZINHA DAS ROSAS;5928788;08819512000196;AL;ARAPIRACA;30/08/2018
LABORATORIO DE ANALISES CLINICAS SANTA TEREZINHA DAS ROSAS;7244878;08819512000277;AL;MACEIO;30/08/2018
LABORATORIO DE ANALISES CLINICAS SAO CAMILO;5238064;60246659000154;SP;MATAO;30/08/2018
LABORATORIO DE ANALISES CLINICAS SAO CAMILO DE LELLIS;2195240;01014924000100;MG;EUGENOPOLIS;30/08/2018
LABORATORIO DE ANALISES CLINICAS SAO FRANCISCO DE ASSIS;6669042;10366726000104;MG;CAMPO DO MEIO;30/08/2018
LABORATORIO DE ANALISES CLINICAS SAO JOSE;6474187;00070989000100;MG;SAO JOAO DO MANTENINHA;30/08/2018
LABORATORIO DE ANALISES CLINICAS SAO JOSE;2198207;16904195000134;MG;ITAPAGIPE;30/08/2018
LABORATORIO DE ANALISES CLINICAS SAO LUCAS;3590798;00537279000147;MS;TRES LAGOAS;30/08/2018
LABORATORIO DE ANALISES CLINICAS SAO LUCAS;2521903;78815800000158;SC;GUABIRUBA;30/08/2018
LABORATORIO DE ANALISES CLINICAS SAO LUCAS;3828085;04646367000138;CE;FORTALEZA;30/08/2018
LABORATORIO DE ANALISES CLINICAS SAO LUCAS LTDA;2760177;16512139000154;MG;SAO SEBASTIAO DO PARAISO;30/08/2018
LABORATORIO DE ANALISES CLINICAS SAO LUCAS TABATINGA;5258707;05390050000146;SP;TABATINGA;30/08/2018
LABORATORIO DE ANALISES CLINICAS SAO LUIZ;2049228;58476557000183;SP;SUZANO;30/08/2018
LABORATORIO DE ANALISES CLINICAS SAO MANUEL SC LTDA;2.071.894;50807171000103;SP;SAO MANUEL;30/08/2018
LABORATORIO DE ANALISES CLINICAS SAO MARCOS;2240750;88659289000104;RS;SAO MARCOS;30/08/2018
LABORATORIO DE ANALISES CLINICAS SAO MARCOS;2444380;73783862000101;SE;NOSSA SENHORA DO SOCORRO;30/08/2018
LABORATORIO DE ANALISES CLINICAS SAO PAULO;16101;77068666000106;PR;CURITIBA;30/08/2018
LABORATORIO DE ANALISES CLINICAS SAO PEDRO;7321929;16916174000139;PR;SAO PEDRO DO IGUACU;30/08/2018
LABORATORIO DE ANALISES CLINICAS SAUDE VITAL;7610971;20612159000174;SC;ORLEANS;30/08/2018
LABORATORIO DE ANALISES CLINICAS SECCHI;3438910;06255471000127;PR;GUARANIACU;30/08/2018
LABORATÓRIO DE ANÁLISES CLÍNICAS SEEMANN SS LTDA.                                                                                   ;3007219;83073619000153;SC;SALETE;30/08/2018
LABORATORIO DE ANALISES CLINICAS SIELAB;6540864;00389828000183;MG;TAIOBEIRAS;30/08/2018
LABORATORIO DE ANALISES CLINICAS SIMON LTDA;3374459;06910377000164;SC;URUSSANGA;30/08/2018
LABORATORIO DE ANALISES CLINICAS SOUZA DRUMOND LTDA;3050041;26120360000110;MG;VISCONDE DO RIO BRANCO;30/08/2018
LABORATORIO DE ANALISES CLINICAS SPECTRUM;5116392;05553657000108;SP;TAQUARITINGA;30/08/2018
LABORATORIO DE ANALISES CLINICAS SRC LTDA ME;7286147;17410991000183;SP;CATANDUVA;30/08/2018
LABORATORIO DE ANALISES CLINICAS STATUS;3466930;30293427000196;RJ;RIO DE JANEIRO;30/08/2018
LABORATORIO DE ANALISES CLINICAS TEIXEIRA NHANDEARA;8640202;00509966000159;SP;NHANDEARA;30/08/2018
LABORATORIO DE ANALISES CLINICAS TETSUO MANDAI PENAPOLIS;2049007;51101913000135;SP;PENAPOLIS;30/08/2018
LABORATORIO DE ANALISES CLINICAS VALE DO RIO GRANDE VALECL;2198193;23370299000171;MG;ITAPAGIPE;30/08/2018
LABORATORIO DE ANALISES CLINICAS VERNER WILLRICH;2522500;81286916000151;SC;BRUSQUE;30/08/2018
LABORATORIO DE ANALISES CLINICAS VIDA LTDA TAMBAU;2056305;03369358000184;SP;TAMBAU;30/08/2018
LABORATORIO DE ANALISES CLINICAS VITA;7210108;01564340000108;PR;JAGUAPITA;30/08/2018
LABORATORIO DE ANALISES CLINICAS VITALE S S LTDA;5266734;04817951000109;MG;SAO SEBASTIAO DO PARAISO;30/08/2018
LABORATORIO DE ANALISES DE ALFENAS;2171996;21433693000267;MG;ALFENAS;30/08/2018
LABORATORIO DE ANATOMIA E PATOLOGIA ALICE LTDA;2647214;83474395000191;SC;CRICIUMA;30/08/2018
LABORATORIO DE ANATOMIA PATOLOGIA E CITOLOGIA DE CG APC;9962;15419617000113;MS;CAMPO GRANDE;30/08/2018
LABORATORIO DE ANATOMIA PATOLOGIA E CITOLOGIA ITU;2040042;50793421000195;SP;ITU;30/08/2018
LABORATORIO DE ANATOMIA PATOLOGICA;2034956;54711031000180;SP;OURINHOS;30/08/2018
LABORATORIO DE ANATOMIA PATOLOGICA E CITOLOGIA SC LTDA;3178102;20053609000136;MG;UBERABA;30/08/2018
LABORATORIO DE ANATOMIA PATOLOGICA PRESIDENTE PRUDENTE;2058111;51394468000149;SP;PRESIDENTE PRUDENTE;30/08/2018
LABORATORIO DE ANATOMIA PATOLOGICA WAFA LTDA;2293927;27976133000154;RJ;NILOPOLIS;30/08/2018
LABORATORIO DE CITOPATOLOGIA CARAZINHO;3691314;04967137000170;RS;CARAZINHO;30/08/2018
LABORATORIO DE HISTOPATOLOGIA HORACIO FITTIPALDI SC LTDA;3629996;05281073000112;PE;RECIFE;30/08/2018
LABORATORIO DE MATIAS BARBOSA;2142279;00519612000195;MG;MATIAS BARBOSA;30/08/2018
LABORATORIO DE MULTI ANALISES;2263459;03646846000191;RS;CRUZ ALTA;30/08/2018
LABORATORIO DE PATOLOGIA;2050986;51904787000157;SP;MOGI GUACU;30/08/2018
LABORATORIO DE PATOLOGIA BRANNE;3122875;42125385000163;RJ;RIO DE JANEIRO;30/08/2018
LABORATORIO DE PATOLOGIA CIRURGICA DE SAO PAULO;3793516;51236974000100;SP;SAO PAULO;30/08/2018
LABORATORIO DE PATOLOGIA CLINICA DR GASPAR VIANA;2529130;07215031000109;CE;FORTALEZA;30/08/2018
LABORATORIO DE PATOLOGIA CLINICA ITAPETININGA;2052245;48329056000110;SP;ITAPETININGA;30/08/2018
Laboratório de Patologia Clinica Itapetininga Ltda                                                                                  ;2052245;48329056000110;SP;ITAPETININGA;30/08/2018
LABORATORIO DE PATOLOGIA DE BIRIGUI;908224;55750939000165;SP;BIRIGUI;30/08/2018
LABORATORIO DE PATOLOGIA DR MAURICIO BUENO;2075075;51301174000125;SP;AMPARO;30/08/2018
LABORATORIO DE PATOLOGIA E CITOLOGIA DE SOROCABA;2036274;50803220000121;SP;SOROCABA;30/08/2018
LABORATORIO DE PATOLOGIA E CITOLOGIA EDMUNDO BEDRAN LTDA;3150313;31161458000156;RJ;PETROPOLIS;30/08/2018
LABORATORIO DE PATOLOGIA E SERVICOS MEDICOS DIAGNOSIS;7558872;19794705000156;SC;PORTO UNIAO;30/08/2018
LABORATORIO DE PATOLOGIA HE;3071294;35855386000106;RJ;RIO DE JANEIRO;30/08/2018
LABORATORIO DE PATOLOGIA NOROESTE LTDA;2254433;01934699000120;RS;SANTA ROSA;30/08/2018
LABORATORIO DE PESQUISAS PATOLOGICAS;2459671;06049100000199;MA;SAO LUIS;30/08/2018
LABORATORIO DEBA;2031760;51921518000107;SP;ITATIBA;30/08/2018
LABORATORIO DELLA BIANCA;2686686;04287566000105;PR;IPIRANGA;30/08/2018
LABORATORIO DIAGNOSE;2021838;14529481000131;AP;MACAPA;30/08/2018
LABORATORIO DIAGNOSE CUNHA LTDA EPP;2559404;03632914000163;MS;CAMPO GRANDE;30/08/2018
LABORATORIO DIAGNOSTICO ANAPOLISGO;2571137;24785198000124;GO;ANAPOLIS;30/08/2018
LABORATORIO DIAGNOSTICO DE ANALISES CLINICAS;7138946;26491530000173;DF;BRASILIA;30/08/2018
LABORATORIO DIAGNOSTICO VOTUPORANGA;7832419;22757594000112;SP;VOTUPORANGA;30/08/2018
LABORATORIO DIAGNOSTIKA;3971945;01927760000101;RS;SANTA MARIA;30/08/2018
LABORATORIO DIAGNOSTIX WK;5155584;08270163000104;PR;PRUDENTOPOLIS;30/08/2018
LABORATORIO DIAGNOVIDA;7005806;15293449000162;RN;PAU DOS FERROS;30/08/2018
LABORATORIO DIAS LTDA;3228576;20207643000118;MG;UNAI;30/08/2018
LABORATORIO DIGNOSE CUNHA LTDA;2559404;03632914000163;MS;CAMPO GRANDE;30/08/2018
LABORATORIO DIRCEU DALPINO;2790831;51510741000153;SP;BAURU;30/08/2018
LABORATORIO DIVINOPOLIS;2159791;20927521000104;MG;DIVINOPOLIS;30/08/2018
LABORATORIO DNA;3117170;24519993000170;RN;NATAL;30/08/2018
LABORATORIO DO CIRCULO HOSPITAL;2239612;88645403000562;RS;CAXIAS DO SUL;30/08/2018
LABORATORIO DO ITA;7216521;17257207000149;RS;PORTO LUCENA;30/08/2018
LABORATORIO DO SONO SOCIEDADE SIMPLES LTDA;3502090;02862705000143;RS;PORTO ALEGRE;30/08/2018
LABORATORIO DO WANDERLEY;3229955;03495537000168;MG;LAVRAS;30/08/2018
LABORATORIO DOM BOSCO;2117320;00416921000130;MG;LAGOA SANTA;30/08/2018
LABORATORIO DOM BOSCO;2199912;02773993000160;MG;ITANHOMI;30/08/2018
LABORATORIO DOM BOSCO;2154552;16864589000106;MG;PEDRO LEOPOLDO;30/08/2018
LABORATORIO DOM BOSCO;3281302;00404947000168;DF;BRASILIA;30/08/2018
LABORATORIO DOM BOSCO;2129450;21086707000132;MG;PONTE NOVA;30/08/2018
LABORATORIO DOM BOSCO;2273063;29216090000134;RJ;NITEROI;30/08/2018
LABORATORIO DOM VELOSO CACHOEIRA DOURADA;2570815;02098653000180;GO;CACHOEIRA DOURADA;30/08/2018
LABORATORIO DOMINGUES CRUZ;2043912;47758743000199;SP;PENAPOLIS;30/08/2018
LABORATORIO DONA LEONTINA;6960324;21223466000126;MG;SAO JOAO DO ORIENTE;30/08/2018
LABORATORIO DONATO DE PINHO;6110347;09814291000126;MG;PIRAPETINGA;30/08/2018
LABORATORIO DORNELAS;2168251;01171062000129;MG;GUANHAES;30/08/2018
LABORATORIO DOUTOR CESAR AUGUSTO;3851680;07627424000120;MG;MACHACALIS;30/08/2018
LABORATORIO DOVALE LTDA ME;9010920;22034776000165;MG;ALMENARA;30/08/2018
LABORATORIO DR ALEXANDRE FERES;6246982;04941893000120;MG;MURIAE;30/08/2018
LABORATORIO DR BARRILES LS;2261480;95148268000181;RS;LAVRAS DO SUL;30/08/2018
LABORATORIO DR BOLIVAR;5438276;07021011000105;RS;SANT'ANA DO LIVRAMENTO;30/08/2018
LABORATORIO DR CASSIO TRISTAO DOS SANTOS;6342787;50001866000195;SP;CAMPOS DO JORDAO;30/08/2018
LABORATORIO DR ELY CHAVES;2755742;09143967000105;PB;JOAO PESSOA;30/08/2018
LABORATORIO DR FALCAO;3820998;01392762000143;RJ;RESENDE;30/08/2018
LABORATORIO DR KLAUS MAGNO;3158241;04059510000195;CE;ARACATI;30/08/2018
LABORATORIO DR LAURO;9005498;02805555000136;SP;CATANDUVA;30/08/2018
LABORATORIO DR LUIZ AUGUSTO BATISTA;2001993;04598934000128;AC;RIO BRANCO;30/08/2018
LABORATORIO DR PAINO;2050595;51817971000160;SP;ARARAQUARA;30/08/2018
LABORATORIO DR PAULO ZUPPANI;2086425;00390271000109;SP;TAQUARITINGA;30/08/2018
LABORATORIO DR PIO;3063232;02349974000100;RS;SANT'ANA DO LIVRAMENTO;30/08/2018
LABORATORIO DR RAFAEL CEVALLOS;6591787;03326035000103;MG;ITAPECERICA;30/08/2018
LABORATORIO DR RAUF NOVO HORIZONTE;2716348;01668930000180;SP;NOVO HORIZONTE;30/08/2018
LABORATORIO DR ROBERTO;2491583;81362618000101;SC;TUBARAO;30/08/2018
LABORATORIO DR THOFEHRN;2226235;02448682000125;RS;CAMAQUA;30/08/2018
LABORATORIO DR TUIUTI LEANDRO GUERRA;2243229;89343321000100;RS;SANTIAGO;30/08/2018
LABORATORIO DR VICENTE COUTINHO;2076748;51811123000143;SP;RIBEIRAO PRETO;30/08/2018
LABORATORIO DR VITORIO;2149761;17373580000165;MG;VARZEA DA PALMA;30/08/2018
LABORATORIO DR WILLIAM DE FORMIGA;2132834;02136009000150;MG;FORMIGA;30/08/2018
LABORATORIO DRA EDNA JAGUARIBE;5093104;04889862000178;SP;INDAIATUBA;30/08/2018
LABORATORIO DRA ROSINEIDE CUCCO;2300842;02478749000174;SC;ANITA GARIBALDI;30/08/2018
LABORATORIO DRA TELMA MENEZES;7322534;16462275000187;CE;JUAZEIRO DO NORTE;30/08/2018
LABORATORIO DRACENA;2058081;47622543000104;SP;DRACENA;30/08/2018
LABORATORIO DUARTE;215073;16845653000101;MG;ITABIRA;30/08/2018
LABORATORIO DUARTE;2150573;16845653000101;MG;ITABIRA;30/08/2018
LABORATORIO DYAGNOSIS;3327531;04589181000194;PR;IBAITI;30/08/2018
LABORATORIO E ANALISES CLINICAS LABOR VIDA;6202810;06114019000145;ES;PIUMA;30/08/2018
LABORATORIO E CENTRO MEDICO DR SANDOVAL CARVALHO;7028997;12408736000182;MG;CONGONHAS;30/08/2018
LABORATORIO E CLINICA DE DIAGNOSTICO VIDA LTDA ME;7592469;19240424000151;MG;DELFIM MOREIRA;30/08/2018
LABORATORIO EBERLE;3968243;90738469000115;RS;IJUI;30/08/2018
LABORATORIO EDELWEISS LTDA;3513416;94830965000155;RS;PORTO ALEGRE;30/08/2018
LABORATORIO EDELWEISS LTDA EPP;9142932;94830965000317;RS;SAO JERONIMO;30/08/2018
LABORATORIO ELISA LTDA;2377098;02088233000113;SC;RIO DO OESTE;30/08/2018
LABORATORIO ELLINGER;2522063;83240952000100;SC;BLUMENAU;30/08/2018
LABORATORIO EMILIO AVELAR;2134403;01364160000182;MG;DIAMANTINA;30/08/2018
LABORATORIO EMILIO RIBAS TAUBATE;3558517;50463553000159;SP;TAUBATE;30/08/2018
LABORATORIO ENDOCRIMETA;7166125;92942564000595;RS;GRAVATAI;30/08/2018
LABORATORIO ENDOCRIMETA;7437021;92942564002377;RS;CACHOEIRINHA;30/08/2018
LABORATORIO ENDOMED;2094479;60248564000170;SP;JABOTICABAL;30/08/2018
LABORATORIO ETICO;5019869;07862663000164;PR;IMBITUVA;30/08/2018
LABORATORIO EVANDRO CHAGAS;2529157;07284268000141;CE;FORTALEZA;30/08/2018
LABORATORIO EVANDRO PESSOA;2561174;05218938000104;CE;FORTALEZA;30/08/2018
LABORATORIO EVANGELICO ANAPOLIS;2442558;01921923000149;GO;ANAPOLIS;30/08/2018
LABORATORIO EXAME;3087565;02743117000190;PA;REDENCAO;30/08/2018
LABORATORIO EXAME;7958420;24147298000125;SC;ARARANGUA;30/08/2018
LABORATORIO EXAME;2301377;03753190000106;BA;TEIXEIRA DE FREITAS;30/08/2018
LABORATORIO EXAME;5453577;02732397000131;MG;CAXAMBU;30/08/2018
LABORATORIO EXAMES;2293838;31845472000179;RJ;TRES RIOS;30/08/2018
LABORATORIO EXAMES;9115641;25400667000102;PE;SERTANIA;30/08/2018
LABORATORIO EXAMES E PESQUISAS CLINICAS;3141691;27985894000172;ES;ICONHA;30/08/2018
LABORATORIO EXMED;5030803;03293806000103;MG;JAIBA;30/08/2018
LABORATORIO FARRERAS VALENTI;2118815;20808325000102;MG;GOVERNADOR VALADARES;30/08/2018
LABORATORIO FELDMAN;6956262;08683499000271;RN;CARAUBAS;30/08/2018
LABORATORIO FENIX;2587254;02629075000161;PR;MARINGA;30/08/2018
LABORATORIO FER LAB FERNANDOPOLIS;2041464;00919155000126;SP;FERNANDOPOLIS;30/08/2018
LABORATORIO FERNANDES;7649606;18536887000100;MG;CAMANDUCAIA;30/08/2018
LABORATORIO FILGUEIRAS;5260477;02765752000179;SP;SAO PAULO;30/08/2018
LABORATORIO FLACH;2255642;92517168000197;RS;SANTA CRUZ DO SUL;30/08/2018
LABORATORIO FLEMING;2033437;00084042000158;SP;JUNDIAI;30/08/2018
LABORATORIO FLEMING CENTRO;2651890;76874858000147;SC;FRAIBURGO;30/08/2018
LABORATORIO FMARINE LTDA ME;9045082;21321964000101;MG;CLAUDIO;30/08/2018
LABORATORIO FONTANA;6440959;10948326000107;RS;TERRA DE AREIA;30/08/2018
LABORATORIO FONTANA;7331363;18080859000113;RS;CARAA;30/08/2018
LABORATORIO FONTANA;6454925;10968855000164;RS;GLORINHA;30/08/2018
LABORATORIO FONTANA;2224526;89137533000123;RS;PALMARES DO SUL;30/08/2018
LABORATORIO FONTANA;7938926;20279823000105;RS;CACHOEIRINHA;30/08/2018
LABORATORIO FONTANA;5347033;08354141000114;RS;CIDREIRA;30/08/2018
LABORATORIO FONTANA;9157468;20290641000135;RS;PORTO ALEGRE;30/08/2018
LABORATORIO FONTANA;732546;18770251000110;RS;GRAVATAI;30/08/2018
LABORATORIO FONTANA;7171617;17442042000185;RS;IMBE;30/08/2018
LABORATORIO FONTANA;6835414;14011700000196;RS;GRAVATAI;30/08/2018
LABORATORIO FONTANA;3554759;06138199000103;RS;BALNEARIO PINHAL;30/08/2018
LABORATORIO FONTANA;7693907;20157306000163;RS;TRAMANDAI;30/08/2018
LABORATORIO FONTANA CAPAO DA CANOA;7064179;15537876000149;RS;CAPAO DA CANOA;30/08/2018
LABORATORIO FONTANA CAPIVARI DO SUL S S LTDA;2257289;18124631000188;RS;CAPIVARI DO SUL;30/08/2018
LABORATORIO FONTANA OSORIO;6731457;12769549000124;RS;OSORIO;30/08/2018
Laboratorio Fontana Terra de Areia S/S Ltda                                                                                         ;6440959;10948326000107;RS;TRES FORQUILHAS;30/08/2018
LABORATORIO FONTANA TRAMANDAI SS LTDA;7401442;10473058000378;RS;CANOAS;30/08/2018
LABORATORIO FRANCISCO SA;7364237;71164180000195;MG;FRANCISCO SA;30/08/2018
LABORATORIO FRANCISMAR MOREIRA;3148637;73465668000188;MG;PONTE NOVA;30/08/2018
LABORATORIO FROTA;2760207;17087370000100;MG;VARGINHA;30/08/2018
LABORATORIO GALENO;5118255;01081983000109;MS;JARDIM;30/08/2018
LABORATORIO GALILEU;5079640;07598164000101;PR;UNIAO DA VITORIA;30/08/2018
LABORATORIO GALLE;5997046;06286816000100;RS;RIO PARDO;30/08/2018
LABORATORIO GALLI JOSE BONIFACIO;2055317;03132151000191;SP;JOSE BONIFACIO;30/08/2018
LABORATORIO GARAVELO;2358670;25026832000108;GO;APARECIDA DE GOIANIA;30/08/2018
LABORATORIO GARCIA;3854108;02292424000100;MG;NEPOMUCENO;30/08/2018
LABORATORIO GASSEN;3020355;05114179000121;RS;VENANCIO AIRES;30/08/2018
LABORATORIO GASTROMED DE ANAPOLIS GO;2442892;01722583000127;GO;ANAPOLIS;30/08/2018
LABORATORIO GAVA;3673472;07472262000106;MG;SALINAS;30/08/2018
LABORATORIO GAVAZZONI LTDA;2334828;05333750000107;SC;CAMPOS NOVOS;30/08/2018
LABORATORIO GEMELLI;6366236;10955543000116;RS;CORONEL BICACO;30/08/2018
LABORATORIO GEMELLI;7783213;10955543000388;RS;SANTO AUGUSTO;30/08/2018
LABORATORIO GEMMA GALGANI;2308509;23684772000195;MA;SAO LUIS;30/08/2018
LABORATORIO GENESIS;5272807;01430950000208;MA;SAO LUIS;30/08/2018
LABORATORIO GERARDO TRINDADE;2149621;01292786000120;MG;PIRAPORA;30/08/2018
LABORATORIO GOLD;7621868;19827288000109;MG;PARAGUACU;30/08/2018
LABORATORIO GOULART LTDA;2760215;01281644000168;MG;LAMBARI;30/08/2018
LABORATORIO GRASSI CACIQUE DOBLE;2244640;90483900000120;RS;CACIQUE DOBLE;30/08/2018
LABORATORIO GRASSI SAO JOSE DO OURO;2245701;90483900000200;RS;SAO JOSE DO OURO;30/08/2018
LABORATORIO GRIGNA SAO CAETANO SUL;2039907;53710539000109;SP;SAO CAETANO DO SUL;30/08/2018
LABORATORIO GUARANTA;7088612;00339838000295;MT;GUARANTA DO NORTE;30/08/2018
LABORATORIO GUIMARAES;3264572;20213443000178;MG;ARINOS;30/08/2018
LABORATORIO GUIMARAES;5020409;11529714000108;BA;RIO DE CONTAS;30/08/2018
LABORATORIO HAGEMANN;2229234;87666491000192;RS;CANOAS;30/08/2018
LABORATORIO HASTEN ANALISES CLINICAS;7152019;15651217000139;MG;BELO ORIENTE;30/08/2018
LABORATORIO HEBERLE LTDA;2625377;02027422000186;SC;CAIBI;30/08/2018
LABORATORIO HEBERT LIMA VILELA LTDA ITAGUARA MG;5206960;07920674000153;MG;ITAGUARA;30/08/2018
LABORATORIO HEMOANALISES;5709466;06179033000127;RS;CAXIAS DO SUL;30/08/2018
LABORATORIO HEMOANALISES;6614507;10403029000178;BA;IBIRAPUA;30/08/2018
LABORATORIO HEMOCENTRO;5228816;04982936000116;MG;CURVELO;30/08/2018
LABORATORIO HEMOCLIN;2256037;02569625000102;RS;SAO MIGUEL DAS MISSOES;30/08/2018
LABORATORIO HEMOLAB;3968847;05885290000111;RS;CACHOEIRA DO SUL;30/08/2018
LABORATORIO HEMOLAB;21188090;01341187000150;MG;GOVERNADOR VALADARES;30/08/2018
LABORATORIO HEMOLAB;3100669;05925526000104;MG;ITAUNA;30/08/2018
LABORATORIO HEMOLAB;5349044;05958816000499;MG;ERVALIA;30/08/2018
LABORATORIO HISTOLAB;6620205;88030044000881;RS;GRAMADO;30/08/2018
LABORATORIO HONOR SOBRAL;5106753;02605000000140;RJ;CAMPOS DOS GOYTACAZES;30/08/2018
LABORATORIO HORMOCITO;3195198;91551614000117;RS;ALEGRETE;30/08/2018
LABORATORIO HORTA;6513085;92258961000119;RS;SANTA CRUZ DO SUL;30/08/2018
LABORATORIO HOSPITAL SANTA CATARINA;2522365;83097063000135;SC;BLUMENAU;30/08/2018
LABORATORIO HOSPITAL SAO FRANCISCO RIBEIRAO PRETO;6817157;55980882000514;SP;RIBEIRAO PRETO;30/08/2018
LABORATORIO HOSPITAL SAO MARCOS JABOTICABAL;2094452;55980882000867;SP;JABOTICABAL;30/08/2018
LABORATORIO IBERLEO;2224488;91891721000275;RS;CAPAO DA CANOA;30/08/2018
LABORATORIO IBERLEO;2224577;91891721000275;RS;CAPAO DA CANOA;30/08/2018
LABORATÓRIO IBERLEO LTDA                                                                                                            ;2224488;91891721000275;RS;XANGRI-LA;30/08/2018
Laboratório Iberleo Ltda                                                                                                            ;2224577;91891721000275;RS;XANGRI-LA;30/08/2018
LABORATORIO IBERLEO OSORIO;2224488;91891721000194;RS;OSORIO;30/08/2018
LABORATORIO IMACULADA CONCEICAO REALEZA;2584816;75934919000151;PR;REALEZA;30/08/2018
LABORATORIO IMUNOLAB;3071413;65252025000128;MG;JUIZ DE FORA;30/08/2018
LABORATORIO INTERLAB LTDA;2220326;04267979000110;MG;CONTAGEM;30/08/2018
LABORATORIO INTERMED;2272628;29046927000144;RJ;NOVA FRIBURGO;30/08/2018
LABORATORIO IPAC;5681596;00185114000153;MG;PORTEIRINHA;30/08/2018
LABORATORIO IRAPUA;7960824;13560237000179;SP;IRAPUA;30/08/2018
LABORATORIO IRUPI;3187675;05412075000101;ES;IRUPI;30/08/2018
LABORATORIO ITAMAR PINTO;7970374;23855617000194;MG;BARBACENA;30/08/2018
LABORATORIO ITAPOA DE ANALISES CLINICAS;2658062;00506738000125;SC;ITAPOA;30/08/2018
LABORATORIO ITOUPAVA;6450326;11241070000158;SC;BLUMENAU;30/08/2018
LABORATORIO JACUTINGA;3764761;26039602000146;MG;JACUTINGA;30/08/2018
LABORATORIO JARAGUAENSE DE ANALISES CLINICAS LTDA;2306158;83489070000182;SC;JARAGUA DO SUL;30/08/2018
LABORATORIO JARBAS DOLES;2518848;01589621000115;GO;GOIANIA;30/08/2018
LABORATORIO JARDIM;2338726;00904475000102;GO;GOIANIA;30/08/2018
LABORATORIO JAU;2790858;03718173000138;SP;JAU;30/08/2018
LABORATORIO JEFFMAN;2262789;93001956000199;RS;PORTO ALEGRE;30/08/2018
LABORATORIO JORGE EID;2029928;51911782000151;SP;JUNDIAI;30/08/2018
LABORATORIO JOSE AMARO;2760223;21830104000101;MG;CARANGOLA;30/08/2018
LABORATORIO JOSE BASTOS;3553965;00670864000110;SC;FLORIANOPOLIS;30/08/2018
LABORATORIO JOSE BONIFACIO;2041480;49984248000123;SP;JOSE BONIFACIO;30/08/2018
LABORATORIO JOSE FURTADO ANALISES CLINICAS;3189368;28435857000153;ES;VILA VELHA;30/08/2018
LABORATORIO JOSE ROBERTO;5197252;07981122000155;MG;PONTE NOVA;30/08/2018
LABORATORIO JUCILAB SANTA RITA DO SAPUCAI;2760231;01673780000101;MG;SANTA RITA DO SAPUCAI;30/08/2018
LABORATORIO KANISKI;6538312;07838397000134;ES;CACHOEIRO DE ITAPEMIRIM;30/08/2018
LABORATORIO KASHIMA;2447061;39287750000121;ES;GUACUI;30/08/2018
LABORATORIO KENYA;8640202;84461615000105;AM;MANAUS;30/08/2018
LABORATORIO KRESS;2358948;05091835000118;SC;AGROLANDIA;30/08/2018
LABORATORIO KRESS;7175159;05091835000207;SC;POUSO REDONDO;30/08/2018
LABORATORIO KURTZ ANALISES CLINICAS;2810417;75908764000189;PR;MARECHAL CANDIDO RONDON;30/08/2018
LABORATORIO LAB CENTER;7790791;01946947000152;MG;CARMO DA MATA;30/08/2018
LABORATORIO LAB CLIN MODOLO;5109655;57049785000104;SP;BOITUVA;30/08/2018
LABORATORIO LAB LIFE;7398026;19069045000140;PR;DOIS VIZINHOS;30/08/2018
LABORATORIO LABCENTER;3224937;19094184000124;MG;SAO LOURENCO;30/08/2018
LABORATORIO LABCLIN;2150174;03686017000132;MG;PEDRO LEOPOLDO;30/08/2018
LABORATORIO LABCLIN;2136988;00643878000145;MG;CONSELHEIRO LAFAIETE;30/08/2018
LABORATORIO LABCLINIC;6178820;10398589000181;PR;TOLEDO;30/08/2018
LABORATORIO LABCLINIC;6961509;10398589000343;PR;TOLEDO;30/08/2018
LABORATORIO LABCLINIC FILIAL;6482171;10398589000262;PR;TOLEDO;30/08/2018
LABORATORIO LABNORT;2546590;00003574000113;TO;GURUPI;30/08/2018
LABORATORIO LABOR CLIN;3303748;58169665000103;SP;SANTO ANDRE;30/08/2018
LABORATORIO LABORCON;2071916;50817659000103;SP;CONCHAS;30/08/2018
LABORATORIO LABORVIDA LTDA;2811421;01871410000170;SC;TREZE DE MAIO;30/08/2018
LABORATORIO LABSUL;6248624;10487234000169;RS;CANGUCU;30/08/2018
LABORATORIO LABVITA;2241978;03527700000127;RS;NOVA PALMA;30/08/2018
LABORATORIO LABVITA;5562716;08929874000130;SC;SEARA;30/08/2018
LABORATORIO LABVITA;6246540;08929874000210;SC;ITA;30/08/2018
LABORATORIO LACERDA;2207389;06091237000101;MG;OURO BRANCO;30/08/2018
LABORATORIO LACI;3707962;30403422000179;RJ;ITAPERUNA;30/08/2018
LABORATORIO LADEPAF;2797011;27564442000117;ES;JOAO NEIVA;30/08/2018
LABORATORIO LAGOA DA PRATA;5884403;07016068000108;MG;LAGOA DA PRATA;30/08/2018
LABORATORIO LAIFER LTDA;2225239;90357179000121;RS;GUAIBA;30/08/2018
LABORATORIO LANDSTEINER;5634326;27342971000176;ES;VITORIA;30/08/2018
