"ORIGEM";"NOME FANTASIA";"CNES";"CNPJ";"UF";"MUNICIPIO";"DATA DE ATUALIZACAO";"OBSERVACAO"
"SADT";"LABORATORIO BIOMEDI";"=""6161146""";"=""10358676000105""";"RJ";"RIO DAS OSTRAS";"2018-08-30";""
"SADT";"LABORATORIO BIOMEDICO DE PATOLOGIA CLINICA DIANOPOLIS";"=""2468697""";"=""24819351000278""";"TO";"DIANOPOLIS";"2018-08-30";""
"SADT";"LABORATORIO BIOMEDICO LTDA";"=""3049396""";"=""90800772000109""";"RS";"TORRES";"2018-08-30";""
"SADT";"LABORATORIO BIOMINAS";"=""2160935""";"=""02578503000174""";"MG";"CAMPO BELO";"2018-08-30";""
"SADT";"LABORATORIO BIONALISE";"=""2448572""";"=""27086388000141""";"ES";"COLATINA";"2018-08-30";""
"SADT";"LABORATORIO BIONUCLEAR 3";"=""3179125""";"=""06022235000160""";"SP";"ITUVERAVA";"2018-08-30";""
"SADT";"LABORATORIO BIOPSE";"=""3017214""";"=""05685052000162""";"CE";"FORTALEZA";"2018-08-30";""
"SADT";"LABORATORIO BIOPSIA";"=""7738374""";"=""05407056000260""";"PR";"CURITIBA";"2018-08-30";""
"SADT";"LABORATORIO BIOSUL";"=""2254425""";"=""95290292000150""";"RS";"SANTA ROSA";"2018-08-30";""
"SADT";"LABORATORIO BIOTERENOS";"=""6923542""";"=""13962086000185""";"MS";"TERENOS";"2018-08-30";""
"SADT";"LABORATORIO BIOTEST";"=""2448394""";"=""03544242000134""";"ES";"COLATINA";"2018-08-30";""
"SADT";"LABORATORIO BIOVALE";"=""3746216""";"=""57741597000142""";"SP";"CAJATI";"2018-08-30";""
"SADT";"LABORATORIO BIOVIDA";"=""6124348""";"=""09440915000192""";"SC";"FLORIANOPOLIS";"2018-08-30";""
"SADT";"LABORATORIO BIOVITTA";"=""8640202""";"=""02632062000141""";"SP";"BURITIZAL";"2018-08-30";""
"SADT";"LABORATORIO BOM JESUS";"=""2693127""";"=""75278952000170""";"SC";"PALHOCA";"2018-08-30";""
"SADT";"LABORATORIO BOM PASTOR";"=""7481381""";"=""89667927000940""";"RS";"TAQUARA";"2018-08-30";""
"SADT";"LABORATORIO BOM PASTOR";"=""6510671""";"=""89667927000436""";"RS";"IGREJINHA";"2018-08-30";""
"SADT";"LABORATORIO BOM PASTOR";"=""2140756""";"=""38516431000188""";"MG";"CORONEL FABRICIANO";"2018-08-30";""
"SADT";"LABORATORIO BOM PASTOR";"=""7567847""";"=""89667927000860""";"RS";"GRAMADO";"2018-08-30";""
"SADT";"LABORATORIO BOM PASTOR";"=""5853257""";"=""04986331000101""";"RS";"TRES COROAS";"2018-08-30";""
"SADT";"LABORATORIO BOM PASTOR";"=""6514863""";"=""89667927000789""";"RS";"TAQUARA";"2018-08-30";""
"SADT";"LABORATORIO BOM PASTOR LTDA";"=""2707705""";"=""89667927000274""";"RS";"TAQUARA";"2018-08-30";""
"SADT";"LABORATORIO BOM PASTOR LTDA";"=""2226723""";"=""89667927000193""";"RS";"IGREJINHA";"2018-08-30";""
"SADT";"LABORATORIO BOM PASTOR LTDA";"=""7607385""";"=""19862968000155""";"RS";"SAPIRANGA";"2018-08-30";""
"SADT";"LABORATORIO BORBOREMA";"=""4005821""";"=""05053244000156""";"PA";"BELEM";"2018-08-30";""
"SADT";"LABORATORIO BORDIGNON SANTA ROSA DE VITERBO";"=""3401782""";"=""66995960000147""";"SP";"SANTA ROSA DE VITERBO";"2018-08-30";""
"SADT";"LABORATORIO BORGES NASSRALLA LTDA";"=""3182258""";"=""29259272000192""";"RJ";"RIO DE JANEIRO";"2018-08-30";""
"SADT";"LABORATORIO BORGMANN";"=""5037417""";"=""06951521000100""";"PR";"MARECHAL CANDIDO RONDON";"2018-08-30";""
"SADT";"LABORATORIO BRAGA FILHO";"=""3135438""";"=""28988962000110""";"RJ";"RIO DE JANEIRO";"2018-08-30";""
"SADT";"LABORATORIO BRASIL";"=""7378114""";"=""13565444000116""";"BA";"SANTO ANTONIO DE JESUS";"2018-08-30";""
"SADT";"LABORATORIO BRASIL";"=""2249693""";"=""92080589000101""";"RS";"HORIZONTINA";"2018-08-30";""
"SADT";"LABORATORIO BRASILIA";"=""2649012""";"=""82809351000102""";"SC";"PINHALZINHO";"2018-08-30";""
"SADT";"LABORATORIO BURIGO";"=""2419203""";"=""80720089000108""";"SC";"FORQUILHINHA";"2018-08-30";""
"SADT";"LABORATORIO BURIGO";"=""2609754""";"=""82751082000170""";"SC";"COCAL DO SUL";"2018-08-30";""
"SADT";"LABORATORIO CABORACY KOSOP";"=""2753308""";"=""10276353000172""";"PR";"CAMPINA GRANDE DO SUL";"2018-08-30";""
"SADT";"LABORATORIO CABRAL RUBACK";"=""2140225""";"=""18785519000198""";"MG";"TIMOTEO";"2018-08-30";""
"SADT";"LABORATORIO CALDAS CALDAS";"=""3659178""";"=""02694397000194""";"MG";"CALDAS";"2018-08-30";""
"SADT";"LABORATORIO CALICE DORES DO INDAIA MG";"=""3178013""";"=""03677878000154""";"MG";"DORES DO INDAIA";"2018-08-30";""
"SADT";"LABORATORIO CAMPOS";"=""7950950""";"=""21270930000135""";"SC";"POUSO REDONDO";"2018-08-30";""
"SADT";"LABORATORIO CARDOSO PEDREGULHO";"=""2745828""";"=""51810539000147""";"SP";"PEDREGULHO";"2018-08-30";""
"SADT";"LABORATORIO CARIDADE";"=""5436508""";"=""07890327000125""";"RS";"TRES PASSOS";"2018-08-30";""
"SADT";"LABORATORIO CARLOS CHAGAS";"=""12141215""";"=""05518802000101""";"MG";"TEOFILO OTONI";"2018-08-30";"-MAIOR QUE 7-"
"SADT";"LABORATORIO CARLOS CHAGAS";"=""2144468""";"=""20901435000114""";"MG";"ITAUNA";"2018-08-30";""
"SADT";"LABORATORIO CARLOS CHAGAS";"=""3140962""";"=""03743598000105""";"MS";"COXIM";"2018-08-30";""
"SADT";"LABORATORIO CARLOS CHAGAS";"=""5659701""";"=""18201046000134""";"MG";"PARACATU";"2018-08-30";""
"SADT";"LABORATORIO CARLOS CHAGAS";"=""2168413""";"=""16927048000180""";"MG";"MACHADO";"2018-08-30";""
"SADT";"LABORATORIO CARLOS CHAGAS";"=""2098342""";"=""26041640000133""";"MG";"IBIA";"2018-08-30";""
"SADT";"LABORATORIO CARLOS CHAGAS";"=""6035523""";"=""02857111000144""";"PA";"ALTAMIRA";"2018-08-30";""
"SADT";"LABORATORIO CARLOS CHAGAS";"=""2207303""";"=""02344321000139""";"MG";"OURO BRANCO";"2018-08-30";""
"SADT";"LABORATORIO CARLOS CHAGAS";"=""2196964""";"=""20022992000165""";"MG";"PATOS DE MINAS";"2018-08-30";""
"SADT";"LABORATORIO CARLOS CHAGAS SANTO ANTONIO DO DESCOBERTO";"=""2442493""";"=""01841144000133""";"GO";"SANTO ANTONIO DO DESCOBERTO";"2018-08-30";""
"SADT";"LABORATORIO CARLOS CLEMENTE";"=""3162915""";"=""03552448000106""";"PE";"SERTANIA";"2018-08-30";""
"SADT";"LABORATORIO CARNEIRO";"=""2782111""";"=""78594959000190""";"PR";"SANTO ANTONIO DA PLATINA";"2018-08-30";""
"SADT";"LABORATORIO CARON";"=""2246465""";"=""87681805000126""";"RS";"SANANDUVA";"2018-08-30";""
"SADT";"LABORATORIO CARVALHO";"=""2301369""";"=""74113051000166""";"BA";"TEIXEIRA DE FREITAS";"2018-08-30";""
"SADT";"LABORATORIO CARVALHO";"=""2790785""";"=""04182231000114""";"SP";"DOIS CORREGOS";"2018-08-30";""
"SADT";"LABORATORIO CASAGRANDE";"=""3157407""";"=""04921260000150""";"SC";"BARRA VELHA";"2018-08-30";""
"SADT";"LABORATORIO CASTANHEDE";"=""7688946""";"=""17910870000281""";"SC";"SAO JOAO DO OESTE";"2018-08-30";""
"SADT";"LABORATORIO CASTANHEDE";"=""2378191""";"=""17910870000109""";"SC";"ITAPIRANGA";"2018-08-30";""
"SADT";"LABORATORIO CAVALIERI";"=""3091171""";"=""05950138000175""";"MG";"JUIZ DE FORA";"2018-08-30";""
"SADT";"LABORATORIO CEAC";"=""2357968""";"=""03120195000100""";"ES";"GUARAPARI";"2018-08-30";""
"SADT";"LABORATORIO CEDAC";"=""2127229""";"=""00448435000101""";"MG";"SETE LAGOAS";"2018-08-30";""
"SADT";"LABORATORIO CEDICLIN CANOAS";"=""2229161""";"=""88950522000103""";"RS";"CANOAS";"2018-08-30";""
"SADT";"LABORATORIO CELLULA MATER";"=""6284159""";"=""68020635000194""";"SP";"SAO VICENTE";"2018-08-30";""
"SADT";"LABORATORIO CEME";"=""3222594""";"=""21079207000173""";"MG";"MANHUACU";"2018-08-30";""
"SADT";"LABORATORIO CENI";"=""2336340""";"=""01351754000159""";"SC";"BALNEARIO CAMBORIU";"2018-08-30";""
"SADT";"LABORATORIO CENTER BIOMEDICO";"=""2056380""";"=""51239119000152""";"SP";"OSASCO";"2018-08-30";""
"SADT";"LABORATORIO CENTER VIDA";"=""9022325""";"=""23004949000165""";"MG";"IGUATAMA";"2018-08-30";""
"SADT";"LABORATORIO CENTER VIDA AVANHANDAVA";"=""3482677""";"=""02866080000198""";"SP";"AVANHANDAVA";"2018-08-30";""
"SADT";"LABORATORIO CENTERLAB";"=""3390543""";"=""00975420000193""";"SP";"PARAGUACU PAULISTA";"2018-08-30";""
"SADT";"LABORATORIO CENTERLIFE";"=""7376596""";"=""17703837000108""";"MG";"VARZEA DA PALMA";"2018-08-30";""
"SADT";"LABORATORIO CENTERMED SAO JOAO DA BOA VISTA";"=""5477301""";"=""11506324000112""";"SP";"SAO JOAO DA BOA VISTA";"2018-08-30";""
"SADT";"LABORATORIO CENTRAL";"=""2152088""";"=""25650995000167""";"MG";"UBERLANDIA";"2018-08-30";""
"SADT";"LABORATORIO CENTRAL";"=""7597924""";"=""83729277000187""";"SC";"GAROPABA";"2018-08-30";""
"SADT";"LABORATORIO CENTRAL";"=""2242281""";"=""01927752000165""";"RS";"SANTA MARIA";"2018-08-30";""
"SADT";"LABORATORIO CENTRAL";"=""5405270""";"=""03833574000139""";"PR";"CARLOPOLIS";"2018-08-30";""
"SADT";"LABORATORIO CENTRAL DE ANALISES CLINICAS";"=""2385929""";"=""75483495000156""";"SC";"IMBITUBA";"2018-08-30";""
"SADT";"LABORATORIO CENTRAL DE ANALISES CLINICAS LTDA ME";"=""2263343""";"=""89707723000139""";"RS";"IBIRUBA";"2018-08-30";""
"SADT";"LABORATORIO CENTRAL DE APARECIDA DE GOIANIA LTDA";"=""2358603""";"=""02616343000100""";"GO";"APARECIDA DE GOIANIA";"2018-08-30";""
"SADT";"LABORATORIO CENTROLAB";"=""3458245""";"=""27563303000179""";"ES";"LINHARES";"2018-08-30";""
"SADT";"LABORATORIO CENTROLAB";"=""2518597""";"=""37300415000190""";"GO";"GOIANIA";"2018-08-30";""
"SADT";"LABORATORIO CEPAC";"=""0219680""";"=""22231047000107""";"MG";"PATOS DE MINAS";"2018-08-30";""
"SADT";"LABORATORIO CEPAC";"=""2196980""";"=""22231047000107""";"MG";"PATOS DE MINAS";"2018-08-30";""
"SADT";"LABORATORIO CESA DE ANALISES CLINICAS LTDA";"=""3280004""";"=""05677419000104""";"SC";"SIDEROPOLIS";"2018-08-30";""
"SADT";"LABORATORIO CESAR COSTA";"=""2239442""";"=""90774027000124""";"RS";"CAXIAS DO SUL";"2018-08-30";""
"SADT";"LABORATORIO CETEL";"=""2577666""";"=""06788751000109""";"PR";"LONDRINA";"2018-08-30";""
"SADT";"LABORATORIO CHAPECO DE ANALISES E PESQUISAS CLINICAS LTDA";"=""2537214""";"=""78611878000150""";"SC";"CHAPECO";"2018-08-30";""
"SADT";"LABORATORIO CHARLES DARWIN";"=""6293429""";"=""10802519000147""";"MT";"NOVA MUTUM";"2018-08-30";""
"SADT";"LABORATORIO CIANORTE";"=""2733943""";"=""75782656000102""";"PR";"CIANORTE";"2018-08-30";""
"SADT";"LABORATORIO CIDAP";"=""2218771""";"=""01073533000166""";"MG";"JUIZ DE FORA";"2018-08-30";""
"SADT";"LABORATORIO CIENCIA";"=""0019895""";"=""78890720000167""";"SC";"FLORIANOPOLIS";"2018-08-30";""
"SADT";"LABORATORIO CIENCIAS";"=""2425084""";"=""73590234000100""";"CE";"SOBRAL";"2018-08-30";""
"SADT";"LABORATORIO CITCLIN";"=""7055145""";"=""15609995000160""";"RJ";"BOM JESUS DO ITABAPOANA";"2018-08-30";""
"SADT";"LABORATORIO CITO ANALISES";"=""9088113""";"=""23827221000133""";"RS";"PALMEIRA DAS MISSOES";"2018-08-30";""
"SADT";"LABORATORIO CITOCENTER";"=""3040038""";"=""04181631000105""";"MG";"MONTES CLAROS";"2018-08-30";""
"SADT";"LABORATORIO CITOCLINICA";"=""3000745""";"=""74011339000120""";"MG";"BELO HORIZONTE";"2018-08-30";""
"SADT";"LABORATORIO CITODIAGNOSTICO";"=""3004295""";"=""01999095000242""";"MG";"BELO HORIZONTE";"2018-08-30";""
"SADT";"LABORATORIO CITODIAGNOSTICO DRA LEILA SZNAJDERMAN TAUBATE";"=""2064057""";"=""01964712000193""";"SP";"TAUBATE";"2018-08-30";""
"SADT";"LABORATORIO CITODIAGNOSTICO DRA LEILA SZNAJDERMAN TAUBATE";"=""2064750""";"=""01964712000193""";"SP";"TAUBATE";"2018-08-30";""
"SADT";"LABORATORIO CITOLAB";"=""3559939""";"=""07052595000178""";"CE";"TABULEIRO DO NORTE";"2018-08-30";""
"SADT";"LABORATORIO CITOLAB LTDA";"=""2227878""";"=""00215371000190""";"RS";"CAMAQUA";"2018-08-30";""
"SADT";"LABORATORIO CITOLAB UNIDADE ATHENAS";"=""98001614""";"=""10422722000198""";"MG";"MONTES CLAROS";"2018-08-30";"-MAIOR QUE 7-"
"SADT";"LABORATORIO CITOPREV ANALISES CLINICAS NATIVIDADE";"=""3044092""";"=""08409975000180""";"TO";"NATIVIDADE";"2018-08-30";""
"SADT";"LABORATORIO CL MARTINS LTDA";"=""2300907""";"=""95878138000102""";"SC";"CORREIA PINTO";"2018-08-30";""
"SADT";"LABORATORIO CLAUDIO SAAD";"=""2782073""";"=""72340524000132""";"PR";"RIBEIRAO CLARO";"2018-08-30";""
"SADT";"LABORATORIO CLINAC JAU";"=""2790807""";"=""54712989000195""";"SP";"JAU";"2018-08-30";""
"SADT";"LABORATORIO CLINASE";"=""2192802""";"=""17381146000127""";"MG";"TEOFILO OTONI";"2018-08-30";""
"SADT";"LABORATORIO CLINICA OCUPACIONAL";"=""7753160""";"=""08861741000179""";"ES";"DOMINGOS MARTINS";"2018-08-30";""
"SADT";"LABORATORIO CLINICO BIOANALISE LTDA";"=""6442269""";"=""10926781000101""";"MG";"EUGENOPOLIS";"2018-08-30";""
"SADT";"LABORATORIO CLINICO BIOLAB";"=""2228491""";"=""74750696000100""";"RS";"CAICARA";"2018-08-30";""
"SADT";"LABORATORIO CLINICO COTILAB DE COTIA";"=""2065940""";"=""53417366000127""";"SP";"COTIA";"2018-08-30";""
"SADT";"LABORATORIO CLINICO DE PIRIPIRI";"=""4009657""";"=""06982342000130""";"PI";"PIRIPIRI";"2018-08-30";""
"SADT";"LABORATORIO CLINICO IBATE";"=""5243203""";"=""04322316000150""";"SP";"IBATE";"2018-08-30";""
"SADT";"LABORATORIO CLINICO NO HOSPITAL PALMEIRA";"=""2234602""";"=""03585413000173""";"RS";"PALMEIRA DAS MISSOES";"2018-08-30";""
"SADT";"LABORATORIO CLINICO SANTA CLARA";"=""2038579""";"=""01921137000141""";"SP";"SANTOS";"2018-08-30";""
"SADT";"LABORATORIO CLINICO TRIANALISES SOROCABA";"=""2075997""";"=""60120458000106""";"SP";"SOROCABA";"2018-08-30";""
"SADT";"LABORATORIO CLINILABOR";"=""2247658""";"=""90791609000119""";"RS";"SAO BORJA";"2018-08-30";""
"SADT";"LABORATORIO CLINILABOR LTDA";"=""2129434""";"=""20486098000146""";"MG";"PONTE NOVA";"2018-08-30";""
"SADT";"LABORATORIO CLINIPON";"=""3038432""";"=""77035566000183""";"PR";"PONTA GROSSA";"2018-08-30";""
"SADT";"LABORATORIO CLINLAB";"=""2159732""";"=""00499183000131""";"MG";"DIVINOPOLIS";"2018-08-30";""
"SADT";"LABORATORIO CLOVIS AGUIAR";"=""2221608""";"=""21552112000125""";"MG";"JUIZ DE FORA";"2018-08-30";""
"SADT";"LABORATORIO CLOVIS RIBEIRO";"=""3505294""";"=""44468569000151""";"SP";"FRANCA";"2018-08-30";""
"SADT";"LABORATORIO COFFERS";"=""5073324""";"=""05460695000108""";"SP";"SANTA CRUZ DO RIO PARDO";"2018-08-30";""
"SADT";"LABORATORIO COLMAN LTDA";"=""2229323""";"=""96758982000154""";"RS";"SAO LEOPOLDO";"2018-08-30";""
"SADT";"LABORATORIO COLPAT SS PATOLOGIA ESPECIALIZADA SOROCABA";"=""6148557""";"=""03217520000149""";"SP";"SOROCABA";"2018-08-30";""
"SADT";"LABORATORIO CONCEITO";"=""3202046""";"=""10681405000196""";"MT";"PRIMAVERA DO LESTE";"2018-08-30";""
"SADT";"LABORATORIO CONTINENTE";"=""2663627""";"=""81331480000175""";"SC";"SAO JOSE";"2018-08-30";""
"SADT";"LABORATORIO CONTROLE RIBEIRAO PRETO";"=""7727801""";"=""02317009000237""";"SP";"RIBEIRAO PRETO";"2018-08-30";""
"SADT";"LABORATORIO CORDEIRENSE";"=""2293544""";"=""29103587000146""";"RJ";"CORDEIRO";"2018-08-30";""
"SADT";"LABORATORIO CORREA MENDES";"=""2308304""";"=""07636806000110""";"MA";"SAO LUIS";"2018-08-30";""
"SADT";"LABORATORIO CORREIA ALVES";"=""3257940""";"=""02033543000130""";"RJ";"RIO DE JANEIRO";"2018-08-30";""
"SADT";"LABORATORIO CORTEZ MOREIRA";"=""2456060""";"=""06375273000105""";"MA";"IMPERATRIZ";"2018-08-30";""
"SADT";"LABORATORIO COSER";"=""3061833""";"=""31279656000119""";"ES";"NOVA VENECIA";"2018-08-30";""
"SADT";"LABORATORIO COSTA REZENDE DE BOM DESPACHO";"=""2144069""";"=""02507464000114""";"MG";"BOM DESPACHO";"2018-08-30";""
"SADT";"LABORATORIO COSTA ROSA";"=""3486737""";"=""07333605000143""";"MS";"NAVIRAI";"2018-08-30";""
"SADT";"LABORATORIO CRISTINA";"=""2377845""";"=""79858189000108""";"SC";"IBIRAMA";"2018-08-30";""
"SADT";"LABORATORIO CRUZ";"=""2654792""";"=""39375670000128""";"ES";"LINHARES";"2018-08-30";""
"SADT";"LABORATORIO CURA DARES";"=""7376146""";"=""04242488000114""";"MG";"PAVAO";"2018-08-30";""
"SADT";"LABORATORIO CYTOGENESIS";"=""0027499""";"=""23375785000182""";"MG";"BELO HORIZONTE";"2018-08-30";""
"SADT";"LABORATORIO D EDUARDO";"=""2416050""";"=""40739070000180""";"BA";"ILHEUS";"2018-08-30";""
"SADT";"LABORATORIO DA APEC";"=""2086921""";"=""44860740000173""";"SP";"PRESIDENTE PRUDENTE";"2018-08-30";""
"SADT";"LABORATORIO DAC PIRASSUNUNGA";"=""3290336""";"=""54852405000187""";"SP";"PIRASSUNUNGA";"2018-08-30";""
"SADT";"LABORATORIO DAL PONT";"=""2647249""";"=""04956464000127""";"SC";"CRICIUMA";"2018-08-30";""
"SADT";"LABORATORIO DALMO COUTINHO";"=""2221926""";"=""74083171000168""";"MG";"ITAUNA";"2018-08-30";""
"SADT";"LABORATORIO DAMIANI KOERICH";"=""0020230""";"=""79877023000139""";"SC";"FLORIANOPOLIS";"2018-08-30";""
"SADT";"LABORATORIO DANTAS MOREIRA LTDA";"=""2140241""";"=""20824454000194""";"MG";"TIMOTEO";"2018-08-30";""
"SADT";"LABORATORIO DE A DR IVAN CAVALCANTE";"=""3747611""";"=""24291858000110""";"PB";"CAJAZEIRAS";"2018-08-30";""
"SADT";"LABORATORIO DE ANAL CLI MADALOZZO CAMATI SC LTDA";"=""3142809""";"=""00756167000187""";"SC";"CACADOR";"2018-08-30";""
"SADT";"LABORATORIO DE ANAL CLINICAS DR ARNALDO OLIVEIRA";"=""2017202""";"=""15790215000120""";"AM";"MANAUS";"2018-08-30";""
"SADT";"LABORATORIO DE ANAL CLINICAS VICENTE LEMOS FILIAL ITAPIPOCA";"=""3190854""";"=""12478186000178""";"CE";"ITAPIPOCA";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISE CLINICA";"=""2348411""";"=""08155806000160""";"PE";"SERRA TALHADA";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISE CLINICA DR JOAO VERAS DINIZ";"=""2606305""";"=""02350582000161""";"PB";"CATOLE DO ROCHA";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISE CLINICA HEMOLAB LTDA EPP";"=""9167323""";"=""05958816000227""";"MG";"PORTO FIRME";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISE CLINICA SAO JORGE";"=""2571765""";"=""80520661000187""";"PR";"CAFELANDIA";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISES APOLO LTDA";"=""7131011""";"=""00421604000705""";"MG";"SIMONESIA";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISES BARACCHINI DE RIBEIRAO PRETO";"=""2076179""";"=""55975510000176""";"SP";"RIBEIRAO PRETO";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISES CLINICA MENDEL S E LTDA";"=""5347750""";"=""08446282000167""";"SP";"SANTOS";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISES CLINICA SPERRY";"=""5970482""";"=""85154474000140""";"SC";"SAO CARLOS";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISES CLINICAS";"=""3119319""";"=""10755379000101""";"PB";"CATOLE DO ROCHA";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISES CLINICAS ADOLPHO LUTZ SC LTDA";"=""2254557""";"=""89393953000170""";"RS";"SANTA ROSA";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISES CLINICAS ADOLPHO LUTZ SC LTDA";"=""2354557""";"=""89393953000170""";"RS";"SANTA ROSA";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISES CLINICAS ANALAB";"=""2810407""";"=""03558054000165""";"PR";"PATO BRAGADO";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISES CLINICAS ATHOS";"=""2153599""";"=""20436952000160""";"MG";"JUIZ DE FORA";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISES CLINICAS BADY BASSITT";"=""2028611""";"=""00167463000142""";"SP";"BADY BASSITT";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISES CLINICAS BIOANALISE";"=""5169755""";"=""07825945000191""";"SP";"GUAIRA";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISES CLINICAS BIOCENTER ORLANDIA";"=""6115462""";"=""09485025000105""";"SP";"ORLANDIA";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISES CLINICAS BRAGANCA";"=""6157327""";"=""45618782000165""";"SP";"BRAGANCA PAULISTA";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISES CLINICAS CARLOS CHAGAS";"=""3878473""";"=""08547358000140""";"RN";"SANTA CRUZ";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISES CLINICAS CARLOS CHAGAS";"=""2141736""";"=""01122138000126""";"MG";"SAO JOAO NEPOMUCENO";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISES CLINICAS CARLOS CHAGAS PSO DO NTE";"=""2729725""";"=""76715390000148""";"PR";"PARAISO DO NORTE";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISES CLINICAS CASELLA SANTA FE DO SUL";"=""2054116""";"=""46602595000156""";"SP";"SANTA FE DO SUL";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISES CLINICAS CEDRO LABORATORIO 3";"=""3690709""";"=""16718066000151""";"MG";"SANTA RITA DO SAPUCAI";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISES CLINICAS CELLI";"=""6509231""";"=""04097830000130""";"PR";"SAO JOAO";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISES CLINICAS CELLULA MATER SC LTDA";"=""3752216""";"=""68020635000275""";"SP";"SANTOS";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISES CLINICAS CENTROLAB";"=""5010179""";"=""07820703000105""";"MS";"CAMAPUA";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISES CLINICAS CONFIARE";"=""9093389""";"=""24385350000181""";"PR";"IVAI";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISES CLINICAS CRUZEIRO DO SUL";"=""2054361""";"=""65691693000151""";"SP";"OSASCO";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISES CLINICAS CRUZEIRO TATUI SP";"=""2823020""";"=""05519134000137""";"SP";"TATUI";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISES CLINICAS DANTAS";"=""2593408""";"=""11979887000128""";"RN";"MACAIBA";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISES CLINICAS DE BETIM LACLIBE";"=""3863166""";"=""19257948000155""";"MG";"BETIM";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISES CLINICAS DE FERNANDOPOLIS";"=""2041030""";"=""01609918000103""";"SP";"FERNANDOPOLIS";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISES CLINICAS DE GUAPIACU";"=""2060884""";"=""56358625000184""";"SP";"GUAPIACU";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISES CLINICAS DE RIO PIRACICABA";"=""3261123""";"=""18266817000171""";"MG";"RIO PIRACICABA";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISES CLINICAS DE SOROCABA";"=""2054469""";"=""71864169000138""";"SP";"SOROCABA";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISES CLINICAS DIOGO CARVALHO";"=""7022069""";"=""09285523000104""";"MG";"GONZAGA";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISES CLINICAS DIVINO ESPIRITO SANTO";"=""2118521""";"=""21448584000132""";"MG";"CARATINGA";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISES CLINICAS DOFF SOTTA";"=""2686589""";"=""01600674000190""";"PR";"CASTRO";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISES CLINICAS DOUTOR AURELIO";"=""2611759""";"=""07819543000184""";"CE";"SOBRAL";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISES CLINICAS DR ADO C VIEIRA";"=""2419637""";"=""81384182000143""";"SC";"URUSSANGA";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISES CLINICAS DR ANIBAL MATHIAS";"=""6202799""";"=""10235251000109""";"ES";"PIUMA";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISES CLINICAS DR CELIO RAMOS";"=""2661411""";"=""84934736000127""";"SC";"LAGES";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISES CLINICAS DR GIOVANNI";"=""2122006""";"=""00812557000127""";"MG";"LEOPOLDINA";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISES CLINICAS DR GLAUCO CESARIO PEREIRA";"=""2303140""";"=""81366817000180""";"SC";"ITAPEMA";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISES CLINICAS DR IVANILDA QUIRINO";"=""6879144""";"=""12858870000185""";"RN";"PARNAMIRIM";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISES CLINICAS DR JML";"=""3276910""";"=""73473266000125""";"CE";"CRATEUS";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISES CLINICAS DR JUAREZ O TEIXEIRA";"=""2577364""";"=""75357855000173""";"PR";"BANDEIRANTES";"2018-08-30";""
"SADT";"LABORATORIO DE ANALISES CLINICAS DR LAURO CATANADUVA";"=""2070391""";"=""02805555000136""";"SP";"CATANDUVA";"2018-08-30";""
